timestamp,fps,tracked_objects,top_threat,threat_score,distance_cm,velocity_cm_s,velocity_valid,threat_level,clusters,user_moving,position,bbox_cx_norm,ego_z_cm_s,ego_confident,all_tracks
2026-05-20T17:48:46.540464+00:00,10.2,1,tv,6.2,65,19.7,True,SAFE,1,False,ahead,0.602,-29.4,True,tv:65cm:ahead
2026-05-20T17:48:49.073310+00:00,11.8,6,person,74.0,56,0.0,True,WARNING,1,True,on your left,0.237,0.0,False,person:56cm:on your left|person:69cm:ahead
2026-05-20T17:48:52.773373+00:00,6.0,5,person,34.1,112,0.0,True,CAUTION,1,True,on your right,0.823,0.0,False,person:112cm:on your right|person:125cm:on your left|person:267cm:ahead
2026-05-20T17:48:56.574687+00:00,7.3,4,person,59.5,85,0.0,False,WARNING,1,True,on your left,0.059,0.0,False,person:83cm:ahead|chair:136cm:on your right
2026-05-20T17:48:59.479414+00:00,12.0,1,tv,600.0,273,-532.4,True,CRITICAL,1,True,ahead,0.363,-160.0,True,
2026-05-20T17:49:02.549799+00:00,10.9,3,tv,15.3,104,0.0,False,CAUTION,1,True,on your right,0.738,0.0,False,
2026-05-20T17:49:05.244401+00:00,12.2,1,refrigerator,0.0,483,0.0,True,SAFE,1,True,ahead,0.62,0.0,False,
2026-05-20T17:49:07.650053+00:00,12.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:10.285035+00:00,11.1,4,person,139.5,25,0.0,True,CRITICAL,0,True,on your right,0.787,0.0,False,
2026-05-20T17:49:15.118904+00:00,4.9,2,person,0.0,372,0.0,True,SAFE,1,True,on your left,0.088,0.0,False,
2026-05-20T17:49:17.516981+00:00,11.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:19.693457+00:00,15.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:22.000470+00:00,10.8,1,person,107.3,35,0.0,True,CRITICAL,1,True,ahead,0.499,0.0,False,
2026-05-20T17:49:24.399995+00:00,13.4,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:26.797262+00:00,14.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:28.966724+00:00,13.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:31.200510+00:00,14.1,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:33.303020+00:00,14.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:35.504102+00:00,14.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:37.740710+00:00,12.4,3,person,0.0,758,0.0,True,SAFE,1,True,ahead,0.351,0.0,False,
2026-05-20T17:49:40.376541+00:00,11.9,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:42.476071+00:00,13.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:44.668174+00:00,12.8,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:46.910305+00:00,13.3,1,refrigerator,0.0,633,0.0,True,SAFE,0,True,on your left,0.073,0.0,False,
2026-05-20T17:49:49.181326+00:00,12.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:51.480763+00:00,12.0,1,tv,0.9,273,0.0,True,SAFE,1,True,on your right,0.961,0.0,False,
2026-05-20T17:49:53.583410+00:00,15.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:49:55.750461+00:00,14.1,1,bottle,0.0,596,0.0,True,SAFE,0,True,ahead,0.348,0.0,False,
2026-05-20T17:49:58.085503+00:00,11.9,1,person,0.0,675,0.0,True,SAFE,1,True,ahead,0.416,0.0,False,person:675cm:ahead
2026-05-20T17:50:00.719779+00:00,12.0,1,person,0.0,396,0.0,True,SAFE,1,True,on your left,0.088,0.0,False,
2026-05-20T17:50:02.854514+00:00,13.3,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:04.957914+00:00,14.1,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:07.091247+00:00,13.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:09.295369+00:00,13.6,2,person,0.0,-1,0.0,True,SAFE,0,True,ahead,0.597,0.0,False,
2026-05-20T17:50:11.729569+00:00,11.6,2,person,0.0,574,0.0,True,SAFE,1,True,ahead,0.601,0.0,False,person:574cm:ahead|person:574cm:ahead
2026-05-20T17:50:14.630102+00:00,12.6,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:17.068069+00:00,10.7,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:19.202859+00:00,15.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:21.503391+00:00,12.6,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:23.670243+00:00,14.9,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:25.840286+00:00,11.9,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:28.110522+00:00,12.9,1,person,0.0,-1,0.0,True,SAFE,0,True,ahead,0.655,0.0,False,
2026-05-20T17:50:31.040137+00:00,8.6,2,person,0.0,529,0.0,True,SAFE,1,True,on your right,0.64,0.0,False,person:529cm:on your right
2026-05-20T17:50:33.642589+00:00,14.1,0,,0,-1,0,True,NONE,0,True,,-1,160.0,True,
2026-05-20T17:50:36.040617+00:00,12.6,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:38.215969+00:00,13.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:40.382845+00:00,13.6,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:42.449855+00:00,14.3,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:44.621351+00:00,14.4,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:46.688455+00:00,14.4,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:48.890427+00:00,14.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:51.024259+00:00,13.3,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:53.195162+00:00,14.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:55.398184+00:00,12.8,1,person,0.0,538,0.0,True,SAFE,1,True,on your left,0.162,0.0,False,
2026-05-20T17:50:57.498072+00:00,14.4,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:50:59.597001+00:00,13.7,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:01.997682+00:00,12.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:04.169644+00:00,14.1,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:06.439134+00:00,14.3,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:08.672188+00:00,14.9,1,person,0.0,682,0.0,True,SAFE,1,True,on your left,0.256,0.0,False,person:682cm:on your left
2026-05-20T17:51:11.676004+00:00,10.7,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:13.813055+00:00,14.4,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:16.011791+00:00,14.0,2,person,0.0,777,0.0,True,SAFE,0,True,ahead,0.58,0.0,False,
2026-05-20T17:51:18.715553+00:00,10.6,2,person,0.0,423,0.0,True,SAFE,1,True,ahead,0.63,0.0,False,person:423cm:ahead
2026-05-20T17:51:21.614508+00:00,8.7,2,chair,0.0,307,0.0,True,SAFE,1,True,on your right,0.944,0.0,False,
2026-05-20T17:51:23.819181+00:00,12.2,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:26.120473+00:00,13.9,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:28.251957+00:00,12.9,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:30.587423+00:00,13.4,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:32.726549+00:00,15.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:35.023522+00:00,12.9,2,person,0.0,706,0.0,True,SAFE,1,True,on your left,0.306,0.0,False,person:706cm:on your left
2026-05-20T17:51:37.861741+00:00,10.6,3,person,4.4,142,0.0,True,SAFE,1,True,ahead,0.478,0.0,False,person:221cm:on your left|person:220cm:on your left|person:142cm:ahead
2026-05-20T17:51:40.456827+00:00,12.5,1,person,0.0,487,0.0,False,SAFE,1,True,on your right,0.766,-36.8,True,
2026-05-20T17:51:43.131022+00:00,10.1,2,person,0.0,767,0.0,True,SAFE,1,True,on your right,0.898,0.0,False,person:767cm:on your right|person:409cm:on your right
2026-05-20T17:51:45.899781+00:00,12.1,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:48.103762+00:00,15.0,3,tv,0.0,-1,0.0,True,SAFE,0,True,ahead,0.599,0.0,False,
2026-05-20T17:51:50.405634+00:00,13.8,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:52.711985+00:00,12.6,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:55.042700+00:00,13.1,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:51:57.241928+00:00,13.9,1,tv,0.0,-1,0.0,True,SAFE,0,True,ahead,0.649,0.0,False,
2026-05-20T17:51:59.477233+00:00,13.2,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:01.646228+00:00,14.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:03.783224+00:00,14.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:05.852578+00:00,14.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:07.983705+00:00,13.9,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:10.119550+00:00,13.4,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:12.188938+00:00,15.0,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:14.291972+00:00,13.5,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:16.522331+00:00,13.1,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:18.657877+00:00,13.7,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:20.995596+00:00,13.8,0,,0,-1,0,True,NONE,0,True,,-1,0.0,False,
2026-05-20T17:52:23.460246+00:00,10.5,2,person,75.4,67,0.0,True,WARNING,1,True,on your left,0.18,0.0,False,
2026-05-20T17:52:25.932215+00:00,12.2,1,bench,0.0,740,0.0,True,SAFE,1,True,ahead,0.56,160.0,True,
2026-05-20T17:52:28.799811+00:00,9.3,1,dining table,0.0,590,0.0,True,SAFE,1,True,on your right,0.87,0.0,False,
2026-05-20T17:52:31.333382+00:00,10.0,1,bench,0.0,740,0.0,True,SAFE,1,True,on your right,0.83,0.0,False,
2026-05-20T17:52:33.636946+00:00,10.6,2,dining table,0.3,285,0.0,True,SAFE,2,True,on your right,0.887,0.0,False,dining table:285cm:on your right
2026-05-20T17:52:36.841338+00:00,9.9,1,chair,1.0,262,0.0,True,SAFE,1,True,on your right,0.82,0.0,False,chair:262cm:on your right
2026-05-20T17:52:39.875782+00:00,9.8,4,person,64.0,76,0.0,True,WARNING,1,True,on your left,0.12,0.0,False,person:76cm:on your left
2026-05-20T17:52:42.810499+00:00,12.0,3,person,23.1,108,0.0,True,CAUTION,1,True,ahead,0.582,0.0,False,person:108cm:ahead|chair:115cm:on your left
2026-05-20T17:52:45.610790+00:00,10.0,2,person,25.9,103,0.0,True,CAUTION,1,False,ahead,0.595,0.0,False,person:103cm:ahead|chair:122cm:on your left
2026-05-20T17:52:48.044962+00:00,11.1,3,person,26.4,102,0.0,True,CAUTION,1,False,ahead,0.663,0.0,False,person:102cm:ahead|chair:122cm:ahead
2026-05-20T17:52:50.816540+00:00,10.2,2,person,25.3,104,0.0,True,CAUTION,1,False,ahead,0.634,0.0,False,person:104cm:ahead|chair:123cm:ahead
2026-05-20T17:52:53.317549+00:00,10.5,2,person,24.8,105,0.0,True,CAUTION,1,False,ahead,0.585,0.0,False,person:105cm:ahead
2026-05-20T17:52:56.619974+00:00,10.0,4,person,53.0,98,0.0,True,WARNING,1,True,on your right,0.91,0.0,False,person:124cm:on your left
2026-05-20T17:52:59.653872+00:00,12.0,3,person,85.5,43,0.0,True,CRITICAL,1,True,ahead,0.45,0.0,False,person:43cm:ahead
2026-05-20T17:53:02.523947+00:00,10.0,2,person,120.0,38,0.0,True,CRITICAL,1,True,on your left,0.122,0.0,False,cup:21cm:ahead|person:38cm:on your left
2026-05-20T17:53:05.223144+00:00,7.5,2,person,72.0,60,0.0,True,WARNING,1,True,on your left,0.163,0.0,False,cup:23cm:ahead
2026-05-20T17:53:07.662758+00:00,11.4,4,person,108.0,46,0.0,True,CRITICAL,1,True,on your left,0.091,0.0,False,cup:21cm:on your right|person:46cm:on your left
2026-05-20T17:53:10.464090+00:00,14.9,3,person,79.5,47,0.0,True,WARNING,1,False,on your left,0.086,0.0,False,cup:25cm:ahead
